sp_id,gq_type,persons,stcotrbg,latitude,longitude
450025865,"N",25,"120950155011",28.6310918,-81.3778356
450025866,"N",24,"120950155011",28.630315999999997,-81.376205
450025867,"N",21,"120950159013",28.590511100000004,-81.35950749999999
450025868,"N",101,"120950163011",28.597222600000002,-81.307858
450025869,"N",101,"120950163011",28.6031173,-81.319728
450025870,"N",118,"120950167141",28.5417048,-81.277449
450025871,"N",118,"120950177031",28.68037,-81.5062775
450025975,"N",60,"120950149061",28.5537299,-81.5315225
450033365,"N",25,"120950189005",28.5356256,-81.3790848
450033366,"N",25,"120950189005",28.540390500000004,-81.37435479999999
450033367,"N",24,"120950189005",28.539125300000002,-81.37358990000001
450033368,"N",24,"120950189005",28.5370494,-81.3773139
450033369,"N",45,"120950185003",28.5192828,-81.37747790000002
450033370,"N",316,"120950144001",28.5127652,-81.3909681
450033371,"N",114,"120950146061",28.499399800000003,-81.44342859999999
450033372,"N",22,"120950149081",28.5758436,-81.4760198
450033373,"N",57,"120950149061",28.5525365,-81.52034
450033374,"N",34,"120950152012",28.631362100000004,-81.4148203
450033375,"N",59,"120950153001",28.603089100000002,-81.38780190000001
450033376,"N",97,"120950162001",28.582349699999998,-81.32772779999999
450033377,"N",95,"120950163011",28.5965875,-81.3239925
450033378,"N",113,"120950167131",28.554538,-81.25282320000001
450033379,"N",58,"120950170141",28.364782799999997,-81.41963299999999
450033380,"N",59,"120950170111",28.426243,-81.404662
450033381,"N",58,"120950170111",28.426015000000003,-81.4046599
450033518,"N",108,"120950148041",28.5495295,-81.54208
450033519,"N",170,"120950172001",28.5510233,-81.6180155
450037604,"N",54,"120950103003",28.532223,-81.37740809999998
450038205,"N",22,"120950155011",28.63376,-81.385869
450038206,"N",57,"120950165101",28.5941508,-81.2243547
450039225,"N",24,"120950189005",28.535662899999995,-81.37903359999999
450039226,"N",5,"120950112001",28.5242428,-81.3454389
450039227,"N",43,"120950185003",28.5219391,-81.3794969
450039542,"N",215,"120950174001",28.5713914,-81.58366219999999
450040672,"N",53,"120950180002",28.611755,-81.3758065
450040673,"N",18,"120950159013",28.597507300000004,-81.3563933
450041775,"N",116,"120950124021",28.6069185,-81.42717449999999
450041776,"N",54,"120950165101",28.5939683,-81.224355
450041777,"N",57,"120950170141",28.3674168,-81.41609009999999
450042829,"N",117,"120950187003",28.5625507,-81.4348026
450042830,"N",9,"120950123072",28.5834495,-81.4596422
450042831,"N",100,"120950182001",28.568370399999996,-81.31302740000001
450042832,"N",104,"120950182002",28.566416200000003,-81.327477
450042833,"N",7,"120950138021",28.5113907,-81.34543599999999
450042834,"N",10,"120950147014",28.545368100000005,-81.4716647
450042835,"N",35,"120950157012",28.6231869,-81.3599275
450042836,"N",5,"120950172002",28.559896600000002,-81.63778420000001
450042837,"N",98,"120950174003",28.560733600000002,-81.56656890000001
