sp_id,sp_gq_id,sporder,age,sex
939857452,450036378,1,85,2
939857451,450036378,1,99,2
939857450,450036378,1,77,2
939857449,450036378,1,84,2
939857448,450036378,1,87,2
939857447,450036378,1,89,2
939857446,450036378,1,84,2
939857445,450036378,1,67,2
939857444,450036378,1,89,2
939857443,450036378,1,89,2
939857442,450036378,1,70,2
939857441,450036378,1,81,2
939857440,450036378,1,83,2
939857439,450036378,1,96,2
939857438,450036378,1,83,2
939857437,450036378,1,99,2
939857436,450036378,1,92,2
939857435,450036378,1,100,2
939857434,450036378,1,87,2
939857433,450036378,1,77,2
939857432,450036378,1,89,2
939857431,450036378,1,94,2
939857430,450036378,1,87,2
939857429,450036378,1,90,2
939857428,450036378,1,79,2
939857427,450036378,1,71,2
939857426,450036378,1,90,2
939857425,450036378,1,76,2
939857424,450036378,1,90,2
939857423,450036378,1,71,2
939857422,450036378,1,86,2
939857421,450036378,1,82,2
939857420,450036378,1,91,2
939857419,450036378,1,79,2
939857418,450036378,1,98,2
939857417,450036378,1,76,2
939857416,450036378,1,85,2
939857415,450036378,1,88,2
939857414,450036378,1,86,2
939857413,450036378,1,83,2
939857412,450036378,1,83,2
939857411,450036378,1,93,2
939857410,450036378,1,80,2
939857409,450036378,1,87,2
939857408,450036378,1,76,2
939857407,450036378,1,78,2
939857406,450036378,1,85,2
939857405,450036378,1,87,2
939857404,450036378,1,94,2
939857403,450036378,1,71,2
939857402,450036378,1,89,2
939857401,450036378,1,90,2
939857400,450036378,1,98,2
939857399,450036378,1,75,2
939857398,450036378,1,94,2
939857397,450036378,1,85,2
939857396,450036378,1,102,2
939857395,450036378,1,95,2
939857394,450036378,1,70,2
942566169,450021914,1,20,1
942566168,450021914,1,30,1
942566167,450021914,1,49,1
942566166,450021914,1,36,1
942566165,450021914,1,21,1
942566164,450021914,1,56,1
942566163,450021914,1,31,1
942566162,450021914,1,32,1
942566161,450021914,1,34,1
939356008,450036379,1,58,2
939356007,450036379,1,62,2
939356006,450036379,1,57,2
939356005,450036379,1,37,2
939356004,450036379,1,61,2
939356003,450036379,1,55,2
939858223,450036379,1,89,2
939858224,450036379,1,89,2
939858225,450036379,1,79,2
939858226,450036379,1,78,2
939858227,450036379,1,86,2
939858228,450036379,1,88,2
939858229,450036379,1,85,2
940610650,450036379,1,77,1
940610651,450036379,1,73,1
940610652,450036379,1,98,1
940610653,450036379,1,89,1
940610654,450036379,1,78,1
940610655,450036379,1,76,1
940610656,450036379,1,69,1
940610657,450036379,1,72,1
940610658,450036379,1,70,1
940610659,450036379,1,82,1
940610660,450036379,1,70,1
940610661,450036379,1,73,1
940353487,450036379,1,44,1
940353486,450036379,1,34,1
940353485,450036379,1,45,1
940353484,450036379,1,64,1
940353483,450036379,1,58,1
940353482,450036379,1,27,1
940353481,450036379,1,56,1
939858207,450036379,1,94,2
939858208,450036379,1,90,2
939858209,450036379,1,84,2
939858210,450036379,1,88,2
939858211,450036379,1,101,2
939858212,450036379,1,86,2
939858213,450036379,1,82,2
939858214,450036379,1,89,2
939858215,450036379,1,95,2
939858216,450036379,1,93,2
939858217,450036379,1,81,2
939858218,450036379,1,90,2
939858219,450036379,1,90,2
939858220,450036379,1,97,2
939858221,450036379,1,75,2
939858222,450036379,1,65,2
940635331,450038429,1,95,1
940635330,450038429,1,87,1
940635329,450038429,1,99,1
940362554,450038429,1,52,1
940362555,450038429,1,64,1
940362556,450038429,1,63,1
940362557,450038429,1,25,1
940362558,450038429,1,56,1
940362559,450038429,1,51,1
940362560,450038429,1,27,1
940635328,450038429,1,81,1
940635327,450038429,1,70,1
939922179,450038429,1,104,2
939922178,450038429,1,82,2
939922177,450038429,1,99,2
939349200,450038429,1,36,2
939349201,450038429,1,57,2
939349202,450038429,1,38,2
939922169,450038429,1,71,2
939922170,450038429,1,90,2
939922168,450038429,1,85,2
939922167,450038429,1,74,2
939922166,450038429,1,77,2
939922165,450038429,1,93,2
939922164,450038429,1,90,2
939922163,450038429,1,87,2
939922162,450038429,1,85,2
939922161,450038429,1,86,2
939922160,450038429,1,76,2
939922159,450038429,1,99,2
939922158,450038429,1,87,2
939922157,450038429,1,87,2
939922176,450038429,1,85,2
939349204,450038429,1,56,2
939349203,450038429,1,23,2
939922171,450038429,1,81,2
939922172,450038429,1,79,2
939922173,450038429,1,83,2
940635338,450038429,1,82,1
940635337,450038429,1,76,1
939922174,450038429,1,76,2
939922175,450038429,1,93,2
940635336,450038429,1,82,1
940635335,450038429,1,88,1
940635334,450038429,1,87,1
940635333,450038429,1,79,1
940635332,450038429,1,84,1
942566496,450021917,1,44,1
942566498,450021917,1,55,1
942566499,450021917,1,56,1
942566500,450021917,1,43,1
942566501,450021917,1,20,1
942566502,450021917,1,26,1
942566503,450021917,1,35,1
942566504,450021917,1,34,1
942566367,450021917,1,16,1
942566368,450021917,1,17,1
942566369,450021917,1,14,1
942566370,450021917,1,14,1
942566371,450021917,1,17,1
942566372,450021917,1,16,1
942566373,450021917,1,17,1
942566374,450021917,1,16,1
942566375,450021917,1,17,1
942566376,450021917,1,17,1
942566377,450021917,1,17,1
942566378,450021917,1,17,1
942566379,450021917,1,17,1
942566380,450021917,1,14,1
942566381,450021917,1,16,1
942566382,450021917,1,16,1
942566383,450021917,1,14,1
942566384,450021917,1,13,1
942566385,450021917,1,17,1
942566386,450021917,1,15,1
942566387,450021917,1,14,1
942566388,450021917,1,13,1
942566389,450021917,1,15,1
942566390,450021917,1,17,1
942566391,450021917,1,15,1
942566392,450021917,1,17,1
942566393,450021917,1,17,1
942566342,450021917,1,17,1
942566341,450021917,1,17,1
942566340,450021917,1,15,1
942566400,450021917,1,15,1
942566401,450021917,1,15,1
942566402,450021917,1,17,1
942566403,450021917,1,17,1
942566404,450021917,1,17,1
942566405,450021917,1,17,1
942566406,450021917,1,16,1
942566407,450021917,1,16,1
942566408,450021917,1,16,1
942566409,450021917,1,17,1
942566339,450021917,1,17,1
942566338,450021917,1,17,1
942566398,450021917,1,17,1
942566397,450021917,1,17,1
942566396,450021917,1,17,1
942566395,450021917,1,17,1
942566394,450021917,1,17,1
942566343,450021917,1,17,1
942566344,450021917,1,16,1
942566345,450021917,1,16,1
942566346,450021917,1,16,1
942566347,450021917,1,17,1
942566348,450021917,1,17,1
942566349,450021917,1,17,1
942566350,450021917,1,17,1
942566399,450021917,1,17,1
942566439,450021917,1,41,1
942566440,450021917,1,40,1
942566441,450021917,1,21,1
942566442,450021917,1,57,1
942566443,450021917,1,44,1
942566444,450021917,1,22,1
942566445,450021917,1,28,1
942566446,450021917,1,27,1
942566447,450021917,1,24,1
942566448,450021917,1,35,1
942566449,450021917,1,54,1
942566450,450021917,1,51,1
942566351,450021917,1,17,1
942566352,450021917,1,17,1
942566353,450021917,1,16,1
942566451,450021917,1,45,1
942566452,450021917,1,31,1
942566453,450021917,1,18,1
942566454,450021917,1,40,1
942566455,450021917,1,25,1
942566456,450021917,1,33,1
942566457,450021917,1,34,1
942566458,450021917,1,43,1
942566459,450021917,1,23,1
942566460,450021917,1,40,1
942566461,450021917,1,23,1
942566462,450021917,1,41,1
942566463,450021917,1,28,1
942566464,450021917,1,63,1
942566465,450021917,1,35,1
942566466,450021917,1,40,1
942566467,450021917,1,42,1
942566468,450021917,1,49,1
942566469,450021917,1,44,1
942566470,450021917,1,24,1
942566471,450021917,1,23,1
942566354,450021917,1,17,1
942566355,450021917,1,17,1
942566356,450021917,1,17,1
942566357,450021917,1,16,1
942566358,450021917,1,16,1
942566359,450021917,1,17,1
942566360,450021917,1,16,1
942566361,450021917,1,17,1
942566362,450021917,1,15,1
942566363,450021917,1,17,1
942566364,450021917,1,16,1
942566365,450021917,1,17,1
942566366,450021917,1,15,1
942566438,450021917,1,22,1
942566437,450021917,1,47,1
942566436,450021917,1,32,1
942566435,450021917,1,31,1
942566434,450021917,1,24,1
942566433,450021917,1,27,1
942566432,450021917,1,38,1
942566431,450021917,1,34,1
942566430,450021917,1,21,1
942566429,450021917,1,36,1
942566428,450021917,1,52,1
942566427,450021917,1,45,1
942566426,450021917,1,34,1
942566425,450021917,1,41,1
942566424,450021917,1,32,1
942566423,450021917,1,17,1
942566422,450021917,1,17,1
942566421,450021917,1,16,1
942566420,450021917,1,17,1
942566419,450021917,1,15,1
942566418,450021917,1,15,1
942566417,450021917,1,17,1
942566416,450021917,1,17,1
942566415,450021917,1,16,1
942566414,450021917,1,17,1
942566413,450021917,1,17,1
942566412,450021917,1,17,1
942566411,450021917,1,17,1
942566410,450021917,1,16,1
942566472,450021917,1,50,1
942566473,450021917,1,48,1
942566474,450021917,1,34,1
942566475,450021917,1,36,1
942566476,450021917,1,20,1
942566477,450021917,1,20,1
942566478,450021917,1,39,1
942566479,450021917,1,46,1
942566480,450021917,1,46,1
942566481,450021917,1,23,1
942566482,450021917,1,34,1
942566483,450021917,1,58,1
942566484,450021917,1,41,1
942566485,450021917,1,33,1
942566486,450021917,1,40,1
942566487,450021917,1,49,1
942566488,450021917,1,26,1
942566489,450021917,1,23,1
942566490,450021917,1,40,1
942566491,450021917,1,28,1
942566492,450021917,1,36,1
942566493,450021917,1,38,1
942566494,450021917,1,38,1
942566495,450021917,1,29,1
942566497,450021917,1,32,1
942566527,450021918,1,46,2
942566528,450021918,1,35,2
942566529,450021918,1,26,2
942566530,450021918,1,41,2
942566536,450021918,1,51,2
942566537,450021918,1,30,2
942566538,450021918,1,28,2
942566539,450021918,1,38,2
942566531,450021918,1,36,2
942566532,450021918,1,37,2
942566540,450021918,1,33,2
942566533,450021918,1,52,2
942566534,450021918,1,31,2
942566535,450021918,1,22,2
942566505,450021918,1,17,2
942566506,450021918,1,17,2
942566507,450021918,1,17,2
942566514,450021918,1,16,2
942566513,450021918,1,16,2
942566518,450021918,1,16,2
942566519,450021918,1,16,2
942566520,450021918,1,14,2
942566521,450021918,1,17,2
942566522,450021918,1,39,2
942566523,450021918,1,32,2
942566524,450021918,1,33,2
942566512,450021918,1,17,2
942566511,450021918,1,15,2
942566510,450021918,1,15,2
942566517,450021918,1,15,2
942566508,450021918,1,17,2
942566509,450021918,1,16,2
942566525,450021918,1,51,2
942566516,450021918,1,15,2
942566515,450021918,1,13,2
942566526,450021918,1,42,2
940519730,450030571,1,81,1
940519729,450030571,1,86,1
940519728,450030571,1,73,1
940519727,450030571,1,68,1
940519726,450030571,1,80,1
940519725,450030571,1,86,1
940320338,450030571,1,62,1
939628367,450030571,1,90,2
939628369,450030571,1,93,2
939628368,450030571,1,87,2
939628370,450030571,1,96,2
939628371,450030571,1,97,2
939628372,450030571,1,86,2
939628373,450030571,1,75,2
939628374,450030571,1,105,2
939628375,450030571,1,84,2
939628362,450030571,1,90,2
939628341,450030571,1,68,2
939628342,450030571,1,88,2
939628343,450030571,1,93,2
939628344,450030571,1,90,2
939628345,450030571,1,76,2
939628346,450030571,1,89,2
939628347,450030571,1,76,2
939375883,450030571,1,60,2
939628348,450030571,1,81,2
939628349,450030571,1,76,2
939628350,450030571,1,89,2
939628351,450030571,1,88,2
939628352,450030571,1,90,2
939628353,450030571,1,88,2
939628354,450030571,1,86,2
939628355,450030571,1,98,2
939628356,450030571,1,74,2
939628357,450030571,1,103,2
939628358,450030571,1,86,2
939628359,450030571,1,94,2
939628360,450030571,1,87,2
939628340,450030571,1,86,2
939628361,450030571,1,99,2
939628363,450030571,1,86,2
939628364,450030571,1,86,2
939628365,450030571,1,93,2
939628366,450030571,1,86,2
940519731,450030571,1,89,1
939628473,450030570,1,102,2
939628465,450030570,1,86,2
939628466,450030570,1,88,2
939628467,450030570,1,78,2
939628468,450030570,1,80,2
939628469,450030570,1,86,2
939628470,450030570,1,82,2
939628471,450030570,1,84,2
939628472,450030570,1,83,2
939375889,450030570,1,61,2
940519763,450030570,1,84,1
940519762,450030570,1,87,1
940519761,450030570,1,93,1
940519760,450030570,1,69,1
940519759,450030570,1,76,1
940519758,450030570,1,81,1
940519757,450030570,1,79,1
939628486,450030570,1,77,2
939628485,450030570,1,89,2
939628484,450030570,1,93,2
939628483,450030570,1,98,2
939628482,450030570,1,85,2
939628481,450030570,1,79,2
939628480,450030570,1,69,2
939628458,450030570,1,85,2
939628457,450030570,1,86,2
939628456,450030570,1,87,2
939628455,450030570,1,78,2
939628454,450030570,1,90,2
939628453,450030570,1,88,2
939628452,450030570,1,83,2
939628451,450030570,1,77,2
940320343,450030570,1,58,1
939628459,450030570,1,85,2
939628460,450030570,1,85,2
939628461,450030570,1,89,2
939628462,450030570,1,76,2
939628463,450030570,1,66,2
939628464,450030570,1,69,2
939628479,450030570,1,84,2
939628478,450030570,1,82,2
939628477,450030570,1,89,2
939628476,450030570,1,86,2
939628475,450030570,1,90,2
939628474,450030570,1,92,2
939858131,450036380,1,78,2
939858126,450036380,1,91,2
939858106,450036380,1,85,2
939858107,450036380,1,90,2
939858111,450036380,1,88,2
939858112,450036380,1,69,2
939858113,450036380,1,77,2
939858114,450036380,1,82,2
939858115,450036380,1,75,2
939858116,450036380,1,83,2
939858108,450036380,1,94,2
939858109,450036380,1,88,2
939858117,450036380,1,70,2
939858118,450036380,1,82,2
939858119,450036380,1,86,2
939858120,450036380,1,65,2
939858121,450036380,1,66,2
939858122,450036380,1,88,2
939858125,450036380,1,66,2
939858123,450036380,1,68,2
939858110,450036380,1,92,2
939858124,450036380,1,78,2
939355983,450036380,1,63,2
939858136,450036380,1,69,2
939858137,450036380,1,80,2
939858138,450036380,1,75,2
939858139,450036380,1,88,2
940610606,450036380,1,83,1
940610605,450036380,1,82,1
940610604,450036380,1,80,1
940610603,450036380,1,72,1
940610602,450036380,1,82,1
940610601,450036380,1,78,1
940610600,450036380,1,77,1
939858140,450036380,1,81,2
939858141,450036380,1,65,2
939858135,450036380,1,104,2
939858134,450036380,1,76,2
939858133,450036380,1,103,2
939858132,450036380,1,80,2
939858127,450036380,1,94,2
939858130,450036380,1,88,2
939858129,450036380,1,84,2
939858128,450036380,1,91,2
940683134,450041331,1,81,1
940683130,450041331,1,86,1
940683129,450041331,1,85,1
940044506,450041331,1,87,2
940044540,450041331,1,90,2
940044539,450041331,1,65,2
940044538,450041331,1,90,2
940044537,450041331,1,92,2
940044536,450041331,1,78,2
940044535,450041331,1,92,2
940044534,450041331,1,85,2
940044533,450041331,1,88,2
940044532,450041331,1,95,2
940044531,450041331,1,88,2
940044530,450041331,1,70,2
940044529,450041331,1,89,2
940044528,450041331,1,79,2
940044527,450041331,1,83,2
940044526,450041331,1,86,2
940044525,450041331,1,75,2
940044524,450041331,1,103,2
940044523,450041331,1,104,2
940044522,450041331,1,81,2
940044521,450041331,1,86,2
940044520,450041331,1,89,2
940044519,450041331,1,86,2
940044518,450041331,1,76,2
940044517,450041331,1,86,2
940044516,450041331,1,88,2
940044515,450041331,1,83,2
940044513,450041331,1,72,2
940044512,450041331,1,78,2
940044511,450041331,1,97,2
940044510,450041331,1,75,2
940044509,450041331,1,96,2
940044508,450041331,1,89,2
940044507,450041331,1,73,2
940044514,450041331,1,84,2
940683133,450041331,1,86,1
940683132,450041331,1,79,1
940683131,450041331,1,72,1
942563748,450021915,1,16,1
942563749,450021915,1,15,1
942563750,450021915,1,14,1
942563751,450021915,1,16,1
942563752,450021915,1,17,1
942563729,450021915,1,16,1
942563728,450021915,1,16,1
942563753,450021915,1,15,1
942563756,450021915,1,29,1
942563754,450021915,1,17,1
942563755,450021915,1,15,1
942563742,450021915,1,17,1
942563747,450021915,1,17,1
942563733,450021915,1,17,1
942563734,450021915,1,13,1
942563746,450021915,1,15,1
942563745,450021915,1,16,1
942563744,450021915,1,17,1
942563731,450021915,1,15,1
942563732,450021915,1,17,1
942563743,450021915,1,16,1
942563735,450021915,1,16,1
942563736,450021915,1,17,1
942563730,450021915,1,17,1
942563737,450021915,1,15,1
942563738,450021915,1,17,1
942563739,450021915,1,14,1
942563740,450021915,1,17,1
942563741,450021915,1,15,1
942563763,450021916,1,13,2
942563765,450021916,1,34,2
942563764,450021916,1,15,2
942563762,450021916,1,17,2
942563761,450021916,1,17,2
942563760,450021916,1,15,2
942563759,450021916,1,13,2
942563758,450021916,1,17,2
942563757,450021916,1,17,2
940215512,450046422,1,91,2
940215513,450046422,1,94,2
940215514,450046422,1,88,2
940215515,450046422,1,77,2
940215516,450046422,1,85,2
940215517,450046422,1,87,2
940215518,450046422,1,84,2
940215519,450046422,1,73,2
940215520,450046422,1,89,2
940215521,450046422,1,89,2
940215522,450046422,1,85,2
940215523,450046422,1,78,2
940215524,450046422,1,79,2
940215525,450046422,1,75,2
940215526,450046422,1,74,2
940215527,450046422,1,79,2
940215532,450046422,1,72,2
940215531,450046422,1,80,2
940215530,450046422,1,94,2
940215529,450046422,1,84,2
940215528,450046422,1,87,2
940215557,450046422,1,85,2
940215558,450046422,1,97,2
940215559,450046422,1,81,2
940215560,450046422,1,86,2
940215561,450046422,1,74,2
940754668,450046422,1,82,1
940754667,450046422,1,82,1
940754666,450046422,1,82,1
940754665,450046422,1,91,1
940754664,450046422,1,72,1
940754663,450046422,1,74,1
940754662,450046422,1,65,1
940754661,450046422,1,74,1
940215511,450046422,1,88,2
940754660,450046422,1,105,1
940754659,450046422,1,93,1
940754658,450046422,1,84,1
940754657,450046422,1,72,1
940215562,450046422,1,89,2
940215563,450046422,1,86,2
940215501,450046422,1,90,2
940215502,450046422,1,85,2
940215503,450046422,1,88,2
940215556,450046422,1,90,2
940215555,450046422,1,75,2
940215554,450046422,1,84,2
940215553,450046422,1,86,2
940215552,450046422,1,79,2
940215551,450046422,1,94,2
940215550,450046422,1,85,2
940215549,450046422,1,69,2
940215548,450046422,1,81,2
940215547,450046422,1,72,2
940215546,450046422,1,98,2
940215545,450046422,1,77,2
940215544,450046422,1,80,2
940215543,450046422,1,77,2
940215542,450046422,1,88,2
940215541,450046422,1,79,2
940215540,450046422,1,82,2
940215510,450046422,1,86,2
940215509,450046422,1,82,2
940215508,450046422,1,80,2
940215507,450046422,1,95,2
940215539,450046422,1,90,2
940215538,450046422,1,96,2
940215537,450046422,1,78,2
940215536,450046422,1,73,2
940215535,450046422,1,99,2
940215534,450046422,1,87,2
940215533,450046422,1,90,2
940215504,450046422,1,85,2
940215505,450046422,1,76,2
940215506,450046422,1,77,2
940409459,450046422,1,45,1
940409460,450046422,1,54,1
940215564,450046422,1,75,2
939628244,450030572,1,87,2
939628246,450030572,1,86,2
939628247,450030572,1,85,2
939628248,450030572,1,82,2
939628249,450030572,1,76,2
939628250,450030572,1,86,2
939628251,450030572,1,78,2
939628252,450030572,1,89,2
939628253,450030572,1,87,2
939628254,450030572,1,90,2
939628255,450030572,1,66,2
939628256,450030572,1,77,2
939628257,450030572,1,84,2
939628258,450030572,1,85,2
939628259,450030572,1,85,2
939628260,450030572,1,76,2
940519724,450030572,1,73,1
940519723,450030572,1,82,1
940519722,450030572,1,91,1
940519721,450030572,1,74,1
940519720,450030572,1,81,1
940519719,450030572,1,75,1
940519718,450030572,1,97,1
940519717,450030572,1,85,1
940519716,450030572,1,89,1
940519715,450030572,1,79,1
940519714,450030572,1,93,1
940519713,450030572,1,93,1
940519712,450030572,1,86,1
940519711,450030572,1,78,1
940519710,450030572,1,89,1
940519709,450030572,1,86,1
940519708,450030572,1,90,1
939628261,450030572,1,101,2
939628262,450030572,1,84,2
939628263,450030572,1,80,2
939628264,450030572,1,92,2
939628265,450030572,1,85,2
939628266,450030572,1,90,2
939628267,450030572,1,84,2
939628268,450030572,1,77,2
939628269,450030572,1,85,2
939628270,450030572,1,90,2
939628271,450030572,1,80,2
939628272,450030572,1,78,2
939628273,450030572,1,76,2
939628274,450030572,1,95,2
939628275,450030572,1,86,2
939628276,450030572,1,87,2
939628277,450030572,1,89,2
939628278,450030572,1,85,2
939628279,450030572,1,88,2
939628280,450030572,1,93,2
939628281,450030572,1,85,2
939628282,450030572,1,79,2
939628283,450030572,1,87,2
939628284,450030572,1,86,2
939628285,450030572,1,68,2
939628286,450030572,1,82,2
939628287,450030572,1,69,2
939628288,450030572,1,89,2
939628289,450030572,1,83,2
939628290,450030572,1,77,2
939628291,450030572,1,91,2
939628292,450030572,1,77,2
939628293,450030572,1,87,2
939628294,450030572,1,70,2
939628295,450030572,1,75,2
939628296,450030572,1,82,2
939628297,450030572,1,73,2
939628298,450030572,1,80,2
939628299,450030572,1,65,2
939628300,450030572,1,87,2
939628301,450030572,1,98,2
939628302,450030572,1,82,2
939628303,450030572,1,81,2
939628304,450030572,1,66,2
939628305,450030572,1,79,2
940519707,450030572,1,89,1
940519706,450030572,1,65,1
940519705,450030572,1,86,1
940519704,450030572,1,70,1
940519703,450030572,1,89,1
940519702,450030572,1,92,1
940519701,450030572,1,83,1
940519700,450030572,1,77,1
940519699,450030572,1,75,1
940519698,450030572,1,65,1
940519697,450030572,1,72,1
940519696,450030572,1,78,1
940519695,450030572,1,73,1
940519694,450030572,1,80,1
940519693,450030572,1,100,1
940519692,450030572,1,71,1
939628306,450030572,1,87,2
939628307,450030572,1,88,2
939628308,450030572,1,69,2
939628309,450030572,1,81,2
939628310,450030572,1,91,2
939628311,450030572,1,67,2
939628312,450030572,1,82,2
939628313,450030572,1,81,2
939628314,450030572,1,96,2
939628315,450030572,1,70,2
939628316,450030572,1,67,2
939628317,450030572,1,89,2
939628318,450030572,1,80,2
939628319,450030572,1,86,2
939628320,450030572,1,99,2
939628321,450030572,1,88,2
939628322,450030572,1,80,2
939628323,450030572,1,90,2
939628324,450030572,1,99,2
939628325,450030572,1,71,2
939628326,450030572,1,75,2
939628327,450030572,1,76,2
939628328,450030572,1,84,2
939628329,450030572,1,95,2
939628330,450030572,1,85,2
939628331,450030572,1,80,2
939628332,450030572,1,85,2
939628333,450030572,1,81,2
939628334,450030572,1,83,2
939628335,450030572,1,65,2
939628336,450030572,1,92,2
939628337,450030572,1,76,2
939628338,450030572,1,94,2
939628339,450030572,1,88,2
940320330,450030572,1,62,1
940320331,450030572,1,56,1
940320332,450030572,1,57,1
940320333,450030572,1,51,1
940320334,450030572,1,63,1
940320335,450030572,1,61,1
940320336,450030572,1,30,1
940320337,450030572,1,42,1
939375882,450030572,1,47,2
939375881,450030572,1,52,2
939375880,450030572,1,53,2
939375879,450030572,1,46,2
939375878,450030572,1,53,2
939375877,450030572,1,30,2
939375876,450030572,1,50,2
939375875,450030572,1,55,2
