sp_id,gq_type,persons,stcotrbg,latitude,longitude
450032436,"N",106,"60014284001",37.75847329999999,-122.25553959999999
450032437,"N",22,"60014302005",37.7143662,-122.0687453
450032438,"N",35,"60014312001",37.68673,-122.07378
450032439,"N",80,"60014338002",37.704562200000005,-122.11972879999999
450032440,"N",28,"60014351031",37.6993421,-122.030409
450032441,"N",114,"60014353001",37.6821869,-122.0667106
450032442,"N",89,"60014356023",37.6772668,-122.10748970000002
450032443,"N",88,"60014356012",37.6742125,-122.09763059999999
450032444,"N",22,"60014363001",37.6714688,-122.09193859999999
450032445,"N",1,"60014373001",37.6328403,-122.08971869999999
450032446,"N",71,"60014376001",37.6404054,-122.0809757
450032447,"N",71,"60014376001",37.63242,-122.07575829999999
450032448,"N",6,"60014403071",37.5955012,-122.0567274
450032449,"N",69,"60014411001",37.5698531,-121.9652399
450032450,"N",114,"60014419231",37.5568511,-121.98711750000001
450032451,"N",114,"60014419231",37.557649700000006,-121.9850673
450032452,"N",114,"60014419231",37.5591662,-121.9814976
450032453,"N",105,"60014425003",37.5441204,-121.9911702
450032454,"N",41,"60014507412",37.6615913,-121.86963999999999
450032455,"N",15,"60014516021",37.6787686,-121.78238329999999
450032456,"N",19,"60014516023",37.6727961,-121.7803795
450037509,"N",142,"60014362002",37.668387599999996,-122.1196035
450038033,"N",48,"60014036001",37.8142865,-122.25148859999999
450038034,"N",40,"60014041022",37.826710999999996,-122.2504068
450038035,"N",35,"60014312001",37.684837200000004,-122.0791303
450038036,"N",44,"60014326002",37.727395,-122.15052
450038037,"N",25,"60014372001",37.649756200000006,-122.1089605
450038038,"N",11,"60014516021",37.6763948,-121.78341999999999
450039068,"N",37,"60014037011",37.8115896,-122.26056319999999
450039069,"N",38,"60014072003",37.782721200000005,-122.2198637
450039070,"N",38,"60014072003",37.782721200000005,-122.2198637
450039071,"N",4,"60014099002",37.7543898,-122.1485351
450039072,"N",24,"60014235001",37.861406099999996,-122.26624009999999
450039073,"N",13,"60014308004",37.695953100000004,-122.06903759999999
450039074,"N",78,"60014332002",37.6967894,-122.13918840000001
450039075,"N",25,"60014372001",37.644995,-122.11541000000001
450039076,"N",18,"60014372001",37.64646389999999,-122.11410740000001
450039077,"N",68,"60014376001",37.6339315,-122.0761722
450039078,"N",18,"60014516023",37.67283629999999,-121.7803744
450040094,"N",28,"60014013001",37.81821970000001,-122.26638259999999
450040095,"N",91,"60014062022",37.7802133,-122.229542
450040096,"N",96,"60014064002",37.7952763,-122.225551
450040097,"N",44,"60014302003",37.7066201,-122.0695643
450040098,"N",107,"60014305001",37.7075766,-122.12031359999999
450040099,"N",33,"60014312001",37.684837200000004,-122.0791303
450040100,"N",111,"60014353001",37.681135299999994,-122.06857340000002
450041620,"N",94,"60014054022",37.7949078,-122.2456097
450041621,"N",32,"60014235003",37.857583399999996,-122.26667409999999
450041622,"N",17,"60014236012",37.8559388,-122.26188700000002
450041623,"N",102,"60014284001",37.7609383,-122.25372720000001
450041624,"N",123,"60014286003",37.7641526,-122.2714527
450041625,"N",67,"60014309002",37.696789,-122.0869152
450041626,"N",41,"60014326003",37.724069799999995,-122.15154109999999
450043637,"N",114,"60014013003",37.8151016,-122.26647109999999
450043638,"N",84,"60014064001",37.7949776,-122.21918459999999
450043639,"N",125,"60014070002",37.786764,-122.1999672
450043640,"N",4,"60014093004",37.7335893,-122.17355659999998
450043641,"N",15,"60014236021",37.863799900000004,-122.26181129999999
450043642,"N",30,"60014239022",37.8545736,-122.2593227
450043643,"N",10,"60014283023",37.7457489,-122.2443476
450043644,"N",56,"60014285002",37.76385,-122.25854629999999
450043645,"N",5,"60014306004",37.703969799999996,-122.09125060000001
450043646,"N",159,"60014322003",37.730395,-122.1542696
450043647,"N",3,"60014337001",37.6876146,-122.1039631
450043648,"N",2,"60014356021",37.6839737,-122.1035128
450043649,"N",1,"60014364013",37.670657899999995,-122.06483519999999
450043650,"N",5,"60014370001",37.6484042,-122.0996695
450043651,"N",88,"60014375001",37.6440018,-122.0824084
450043652,"N",4,"60014378001",37.643901,-122.0701469
450043653,"N",62,"60014401001",37.617163700000006,-121.9632135
450043654,"N",3,"60014403011",37.6012335,-122.05988899999998
450043655,"N",4,"60014403362",37.580373200000004,-122.0166446
450043656,"N",6,"60014422003",37.537174900000004,-121.93903159999999
450043657,"N",2,"60014425002",37.53409129999999,-121.9869249
450043658,"N",13,"60014426012",37.5415108,-121.9994534
450043659,"N",90,"60014511015",37.6546218,-121.7232682
450043660,"N",12,"60014515034",37.6823664,-121.7590892
