sp_id,sp_hh_id,serialno,stcotrbg,age,sex,race,sporder,relate,sp_school_id,sp_work_id
167257642,20621861,2007000946432,"420099608003",32,1,1,1,1,,513921603
167257645,20622204,2007000946432,"420099609001",8,1,1,1,2,450122301,
167257646,20622204,2007000946432,"420099609001",32,1,1,1,1,,513519473
167257649,20625894,2007000946432,"420099610002",8,1,1,1,2,450122301,
167257650,20625894,2007000946432,"420099608001",32,1,1,1,1,,513518881
167257655,20628492,2007000946432,"420099608004",6,1,1,1,2,450108324,
167257660,20633573,2007000946432,"420099608001",29,2,1,1,0,,513511454
167351273,20623254,2007000946432,"420099608004",74,1,1,1,0,,
167351274,20631287,2007000946432,"420099609001",74,1,1,1,0,,
167366527,20621050,2007000946432,"420099610002",67,1,1,1,0,,
167366528,20621050,2007000946432,"420099606002",63,2,1,1,1,,
167536803,20631142,2007000946432,"420099608003",59,2,1,1,1,,513518042
167536808,20690690,2007000946432,"420099608004",69,1,1,1,0,,508522052
167578762,20627002,2007000946432,"420099608004",36,2,1,1,1,,
167578764,20627002,2007000946432,"420099610002",18,1,1,1,2,450122302,
167583056,20622062,2007000946432,"420099610002",51,1,1,1,0,,
167583057,20622062,2007000946432,"420099610002",53,2,1,1,12,,
167583058,20624434,2007000946432,"420099608004",51,1,1,1,0,,
167583060,20625519,2007000946432,"420099608003",51,1,1,1,0,,
167583063,20628137,2007000946432,"420099608001",53,2,1,1,12,,
167583064,20628488,2007000946432,"420099608003",51,1,1,1,0,,
167583065,20628488,2007000946432,"420099609001",53,2,1,1,12,,
167781799,20618878,2007000946432,"420099609001",29,2,1,1,2,,
167781801,20618878,2007000946432,"420099608004",55,2,1,1,0,,
167781802,20630126,2007000946432,"420099608004",29,2,1,1,2,,
167781803,20630126,2007000946432,"420099608001",64,1,1,1,1,,
167822072,20631744,2007000946432,"420099608003",57,1,1,1,0,,
167822073,20631744,2007000946432,"420099608004",29,1,1,1,2,,
167861721,20620162,2007000946432,"420099606002",78,1,1,1,0,,
167861722,20620162,2007000946432,"420099609001",74,2,1,1,1,,
167861723,20625983,2007000946432,"420099608004",78,1,1,1,0,,
167863674,20635484,2007000946432,"420099608004",66,1,1,1,0,,
168082551,20630199,2007000946432,"420099608003",72,1,1,1,10,,
168082552,20630199,2007000946432,"420099606002",69,2,1,1,0,,
168082553,20634696,2007000946432,"420099606002",72,1,1,1,10,,
168082554,20634696,2007000946432,"420099610002",69,2,1,1,0,,
168391195,20625165,2007000946432,"420099608003",48,2,1,1,0,,513920852
168391196,20625165,2007000946432,"420099609001",49,1,1,1,10,,513519440
168391197,20627655,2007000946432,"420099608003",48,2,1,1,0,,513519820
168391201,20629279,2007000946432,"420099606002",48,2,1,1,0,,513524833
168391204,20632774,2007000946432,"420099608004",49,1,1,1,10,,513517510
168406930,20619064,2007000946432,"420099608004",54,1,1,1,0,,513923972
168406931,20619064,2007000946432,"420099606002",36,2,1,1,1,,513519345
168406932,20625121,2007000946432,"420099608004",54,1,1,1,0,,512454141
168406933,20625121,2007000946432,"420099608001",36,2,1,1,1,,513521471
168406934,20634351,2007000946432,"420099608001",54,1,1,1,0,,513517858
168406935,20634351,2007000946432,"420099608001",36,2,1,1,1,,508534262
168456531,20622528,2007000946432,"420099608003",70,2,1,1,0,,513517899
168456533,20624882,2007000946432,"420099609001",70,2,1,1,0,,513518537
168456534,20626681,2007000946432,"420099608004",70,2,1,1,0,,513519159
168456535,20628819,2007000946432,"420099608001",70,2,1,1,0,,513524743
168456537,20633391,2007000946432,"420099608003",70,2,1,1,0,,513518360
168456538,20634362,2007000946432,"420099610002",70,2,1,1,0,,508536646
168456539,20635371,2007000946432,"420099606002",70,2,1,1,0,,513519820
168456540,20690702,2007000946432,"420099608004",70,2,1,1,0,,508536432
168505553,20621497,2007000946432,"420099608001",11,1,1,1,2,450114475,
168505554,20621497,2007000946432,"420099609001",42,2,1,1,1,,
168505556,20621497,2007000946432,"420099608004",35,1,1,1,0,,513517041
168505558,20690768,2007000946432,"420099606002",42,2,1,1,1,,
168505559,20690768,2007000946432,"420099610002",8,1,1,1,2,450130826,
168505561,20691504,2007000946432,"420099608004",11,1,1,1,2,450130826,
168505562,20691504,2007000946432,"420099608004",42,2,1,1,1,,
168505563,20691504,2007000946432,"420099606002",8,1,1,1,2,450130826,
168505564,20691504,2007000946432,"420099606002",35,1,1,1,0,,513225946
168522576,20619241,2007000946432,"420099609001",28,2,1,1,2,,513923413
168522577,20619241,2007000946432,"420099609001",52,2,1,1,0,,513926048
168522579,20620646,2007000946432,"420099608004",28,2,1,1,2,,513517710
168522583,20626120,2007000946432,"420099608001",52,2,1,1,0,,508511720
168522585,20690770,2007000946432,"420099608004",28,2,1,1,2,,513517097
168522586,20690770,2007000946432,"420099606002",52,2,1,1,0,,513518196
168522587,20690770,2007000946432,"420099609001",28,1,1,1,6,,508539698
168537136,20624601,2007000946432,"420099608004",58,2,1,1,0,,513521424
168537137,20625727,2007000946432,"420099606002",58,2,1,1,0,,513518866
168537138,20632361,2007000946432,"420099606002",58,2,1,1,0,,513518213
168651640,20626298,2007000946432,"420099608003",58,2,1,1,2,,513518473
168690945,20635471,2007000946432,"420099608004",63,1,1,1,0,,513519134
168690946,20635471,2007000946432,"420099608001",61,2,1,1,1,,
168693137,20619752,2007000946432,"420099608004",64,2,1,1,1,,
168693139,20635386,2007000946432,"420099608004",71,1,1,1,0,,
168693140,20635386,2007000946432,"420099608003",64,2,1,1,1,,
168780829,20620167,2007000946432,"420099608003",81,2,1,1,0,,513923985
168780830,20620594,2007000946432,"420099608004",81,2,1,1,0,,508519702
168780833,20625991,2007000946432,"420099609001",81,2,1,1,0,,513518448
168780834,20628547,2007000946432,"420099608004",81,2,1,1,0,,513511652
