sp_id,sp_gq_id,sporder,age,sex
942555015,450007849,1,35,1
942555016,450007849,1,18,1
940607099,450036314,1,77,1
940607098,450036314,1,65,1
939849202,450036314,1,68,2
939849203,450036314,1,91,2
940607102,450036314,1,85,1
939849218,450036314,1,79,2
939849204,450036314,1,68,2
939849217,450036314,1,86,2
939849216,450036314,1,93,2
939849215,450036314,1,87,2
940352664,450036314,1,58,1
940352665,450036314,1,60,1
940607101,450036314,1,83,1
940607100,450036314,1,74,1
939849205,450036314,1,81,2
939849206,450036314,1,104,2
939849207,450036314,1,81,2
939849214,450036314,1,84,2
939849213,450036314,1,85,2
939849212,450036314,1,91,2
939849211,450036314,1,90,2
939849210,450036314,1,99,2
939849209,450036314,1,87,2
939849208,450036314,1,79,2
939613603,450030425,1,90,2
940514587,450030425,1,73,1
940514588,450030425,1,72,1
940514589,450030425,1,78,1
940514590,450030425,1,73,1
940514591,450030425,1,75,1
940514592,450030425,1,89,1
939613590,450030425,1,77,2
940514594,450030425,1,82,1
940514595,450030425,1,72,1
940514596,450030425,1,88,1
940514597,450030425,1,79,1
940514598,450030425,1,83,1
940514599,450030425,1,77,1
940514600,450030425,1,80,1
940514601,450030425,1,83,1
939377284,450030425,1,58,2
939377283,450030425,1,46,2
939377282,450030425,1,60,2
939377281,450030425,1,56,2
940514602,450030425,1,82,1
940514603,450030425,1,81,1
940514604,450030425,1,83,1
940514593,450030425,1,78,1
939613591,450030425,1,86,2
939613592,450030425,1,72,2
939613604,450030425,1,77,2
939613593,450030425,1,86,2
939613594,450030425,1,82,2
939613595,450030425,1,89,2
939613596,450030425,1,65,2
939613597,450030425,1,79,2
939613614,450030425,1,81,2
939613613,450030425,1,82,2
939613612,450030425,1,89,2
939613611,450030425,1,81,2
939613610,450030425,1,93,2
939613609,450030425,1,83,2
939613608,450030425,1,79,2
939613607,450030425,1,89,2
939613606,450030425,1,84,2
939613605,450030425,1,86,2
939613598,450030425,1,75,2
939613599,450030425,1,87,2
939613600,450030425,1,95,2
939613601,450030425,1,84,2
939613602,450030425,1,80,2
939613576,450030425,1,79,2
939613563,450030425,1,97,2
939613564,450030425,1,88,2
939613565,450030425,1,65,2
939613566,450030425,1,89,2
939613567,450030425,1,104,2
939613568,450030425,1,69,2
939613569,450030425,1,98,2
939613570,450030425,1,82,2
939613571,450030425,1,72,2
939613572,450030425,1,82,2
939613573,450030425,1,96,2
939613574,450030425,1,86,2
939613575,450030425,1,77,2
939613577,450030425,1,76,2
939613578,450030425,1,86,2
939613579,450030425,1,96,2
939613580,450030425,1,79,2
939613581,450030425,1,67,2
939613582,450030425,1,81,2
939613583,450030425,1,95,2
939613584,450030425,1,87,2
939613585,450030425,1,83,2
939613586,450030425,1,87,2
940319223,450030425,1,52,1
939613587,450030425,1,76,2
939613588,450030425,1,67,2
939613589,450030425,1,95,2
939613624,450030426,1,87,2
939613622,450030426,1,77,2
939613621,450030426,1,80,2
939613620,450030426,1,89,2
939613619,450030426,1,93,2
939613618,450030426,1,94,2
939613617,450030426,1,75,2
939613616,450030426,1,96,2
939613660,450030426,1,84,2
939613659,450030426,1,93,2
939613658,450030426,1,94,2
939613657,450030426,1,76,2
939613665,450030426,1,79,2
939613664,450030426,1,89,2
939613663,450030426,1,89,2
939613662,450030426,1,81,2
939613661,450030426,1,89,2
939613648,450030426,1,85,2
939613656,450030426,1,88,2
939613655,450030426,1,82,2
939613654,450030426,1,87,2
939613653,450030426,1,82,2
939613652,450030426,1,76,2
939613651,450030426,1,92,2
940514621,450030426,1,90,1
940514620,450030426,1,84,1
940514619,450030426,1,81,1
940514618,450030426,1,82,1
940514617,450030426,1,87,1
940514616,450030426,1,79,1
940514615,450030426,1,94,1
940514614,450030426,1,85,1
940514613,450030426,1,81,1
940514612,450030426,1,85,1
940514611,450030426,1,70,1
940514610,450030426,1,74,1
940514609,450030426,1,80,1
940514608,450030426,1,83,1
939613647,450030426,1,75,2
939613646,450030426,1,99,2
939613615,450030426,1,98,2
939613631,450030426,1,77,2
939613630,450030426,1,87,2
939613629,450030426,1,90,2
939613628,450030426,1,88,2
939613627,450030426,1,85,2
939613626,450030426,1,90,2
939613625,450030426,1,78,2
939613623,450030426,1,100,2
939377287,450030426,1,20,2
939377286,450030426,1,54,2
939613650,450030426,1,90,2
939613649,450030426,1,78,2
940514607,450030426,1,73,1
940514606,450030426,1,79,1
940514605,450030426,1,72,1
939377285,450030426,1,60,2
939613645,450030426,1,86,2
939613644,450030426,1,87,2
939613643,450030426,1,78,2
939613642,450030426,1,85,2
939613641,450030426,1,76,2
939613640,450030426,1,77,2
939613639,450030426,1,86,2
939613638,450030426,1,94,2
939613637,450030426,1,86,2
939613636,450030426,1,78,2
939613635,450030426,1,81,2
939613634,450030426,1,85,2
939613633,450030426,1,68,2
939613632,450030426,1,85,2
940086464,450042393,1,92,2
940086465,450042393,1,83,2
940086466,450042393,1,95,2
939320978,450042393,1,59,2
939320977,450042393,1,49,2
940086467,450042393,1,97,2
940086462,450042393,1,88,2
940086463,450042393,1,82,2
939613729,450030427,1,85,2
940514631,450030427,1,70,1
940514630,450030427,1,91,1
939613713,450030427,1,73,2
939613712,450030427,1,86,2
939613711,450030427,1,80,2
939613710,450030427,1,78,2
939613709,450030427,1,102,2
939613708,450030427,1,81,2
939613707,450030427,1,84,2
939613706,450030427,1,66,2
939613705,450030427,1,77,2
939613704,450030427,1,90,2
939613703,450030427,1,76,2
939613702,450030427,1,88,2
939613701,450030427,1,98,2
939613700,450030427,1,80,2
939613699,450030427,1,86,2
939613698,450030427,1,68,2
939613697,450030427,1,81,2
939613696,450030427,1,88,2
939613695,450030427,1,85,2
939613694,450030427,1,88,2
939613693,450030427,1,81,2
939613692,450030427,1,88,2
939613691,450030427,1,94,2
939613690,450030427,1,77,2
939613689,450030427,1,84,2
939613688,450030427,1,75,2
939613687,450030427,1,75,2
939613686,450030427,1,69,2
939613685,450030427,1,65,2
939613684,450030427,1,90,2
939613683,450030427,1,103,2
939613682,450030427,1,78,2
939613681,450030427,1,89,2
939613680,450030427,1,87,2
939613679,450030427,1,93,2
939613678,450030427,1,90,2
939613677,450030427,1,86,2
939613676,450030427,1,85,2
939613675,450030427,1,77,2
939613674,450030427,1,95,2
939613673,450030427,1,92,2
939613672,450030427,1,99,2
939613671,450030427,1,82,2
939613670,450030427,1,90,2
939613669,450030427,1,79,2
939613668,450030427,1,80,2
939613667,450030427,1,76,2
939613666,450030427,1,80,2
939377291,450030427,1,58,2
939377292,450030427,1,48,2
939377293,450030427,1,63,2
939377294,450030427,1,30,2
939377295,450030427,1,55,2
940514657,450030427,1,79,1
940514656,450030427,1,87,1
940514655,450030427,1,98,1
940514654,450030427,1,80,1
940514653,450030427,1,73,1
940514652,450030427,1,81,1
940514651,450030427,1,75,1
940514650,450030427,1,89,1
940514629,450030427,1,87,1
940514628,450030427,1,84,1
940514627,450030427,1,77,1
940514626,450030427,1,99,1
940514625,450030427,1,83,1
940514624,450030427,1,65,1
940514623,450030427,1,67,1
940514622,450030427,1,68,1
940319228,450030427,1,55,1
940319227,450030427,1,29,1
940319226,450030427,1,57,1
940319225,450030427,1,57,1
940319224,450030427,1,19,1
939613714,450030427,1,88,2
939613715,450030427,1,75,2
939613716,450030427,1,66,2
939613717,450030427,1,89,2
939613718,450030427,1,102,2
939613719,450030427,1,86,2
939613720,450030427,1,87,2
939613721,450030427,1,80,2
939613722,450030427,1,90,2
939613723,450030427,1,87,2
939613724,450030427,1,88,2
939613725,450030427,1,85,2
939613726,450030427,1,97,2
939613727,450030427,1,88,2
939613728,450030427,1,87,2
940514632,450030427,1,67,1
939613730,450030427,1,86,2
939613731,450030427,1,82,2
939613732,450030427,1,72,2
939613733,450030427,1,77,2
939613734,450030427,1,78,2
939613735,450030427,1,97,2
939613736,450030427,1,90,2
939613737,450030427,1,81,2
939613738,450030427,1,89,2
939613739,450030427,1,87,2
939613740,450030427,1,87,2
939613741,450030427,1,76,2
939613742,450030427,1,104,2
939613743,450030427,1,76,2
939613744,450030427,1,72,2
939377290,450030427,1,55,2
939377289,450030427,1,35,2
939377288,450030427,1,21,2
940514649,450030427,1,88,1
940514648,450030427,1,89,1
940514647,450030427,1,100,1
940514646,450030427,1,81,1
940514645,450030427,1,76,1
940514644,450030427,1,69,1
940514643,450030427,1,78,1
940514642,450030427,1,87,1
940514641,450030427,1,81,1
940514640,450030427,1,65,1
940514639,450030427,1,81,1
940514638,450030427,1,81,1
940514637,450030427,1,94,1
940514636,450030427,1,87,1
940514635,450030427,1,82,1
940514634,450030427,1,88,1
940514633,450030427,1,73,1
