sp_id,sp_gq_id,sporder,age,sex
940699358,450042411,18,70,1
940699357,450042411,19,87,1
940699356,450042411,20,79,1
940699355,450042411,21,66,1
940699354,450042411,22,81,1
940699353,450042411,23,67,1
940699352,450042411,24,94,1
940699351,450042411,25,81,1
940086667,450042411,26,87,2
940086668,450042411,27,90,2
940086669,450042411,28,89,2
940086670,450042411,29,85,2
940086671,450042411,30,90,2
940086675,450042411,31,92,2
940086673,450042411,32,87,2
940086674,450042411,33,85,2
